Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
UNIV CHANGCHUN TRADITIONAL CHINESE MEDIC,http://www.ccutcm.edu.cn,"Changchun, China",Changchun University of Traditional Chinese Medicine is a public university focused on traditional Chinese medicine.,[Not Available],Education,No,No,Yes,No,Public,Traditional Chinese Medicine
UNIV CHANGSHA MEDICAL,http://www.csmu.edu.cn,"Changsha, China",Changsha Medical University is a public university specializing in medicine.,[Not Available],Education,No,No,Yes,No,Public,Medicine
UNIV CHANGSHA SCI & TECHNOLOGY,http://www.csust.edu.cn,"Changsha, China",Changsha University of Science and Technology is a public university focused on science and technology.,[Not Available],Education,No,No,Yes,No,Public,"Science, Technology"
UNIV CHANGWON NAT IND & ACAD COOP,http://www.changwon.ac.kr,"Changwon, South Korea",Changwon University is a public university focused on industrial and academic cooperation.,1979,Education,No,No,Yes,No,Public,Various fields
UNIV CHANGZHOU,http://www.czu.edu.cn,"Changzhou, China",Changzhou University is a public university focused on diverse areas of study.,[Not Available],Education,No,No,Yes,No,Public,Various fields
UNIV CHANGZHOU NANJING HIGH TECHNOLOGY,http://www.cznj.edu.cn,"Changzhou, China",Changzhou-Nanjing High Technology University is a public university focused on technology.,[Not Available],Education,No,No,Yes,No,Public,Technology
UNIV CHARITE MEDEZIN BERLIN,http://www.charite.de,"Berlin, Germany","CharitÃ© is one of the largest university hospitals in Europe, focused on research and medical care.",[Not Available],Healthcare,Yes,No,Yes,Yes,Public,"Medicine, Healthcare"
UNIV CHAUDHARY CHARAN SINGH HARYANA AGRI,http://www.hau.ac.in,"Hisar, India",Chaudhary Charan Singh University is a public university focused on agriculture and related sciences.,1970,Education,No,No,Yes,No,Public,Agriculture
UNIV CHAUDHARY DEVI LAL,http://www.cdlu.edu.in,"Sirsa, India",Chaudhary Devi Lal University is a public university offering a wide range of courses.,2003,Education,No,No,Yes,No,Public,Various fields
UNIV CHENGDU INFORMATION TECHNOLOGY,http://www.cdit.edu.cn,"Chengdu, China",Chengdu University of Information Technology is a public university focused on information technology.,[Not Available],Education,No,No,Yes,No,Public,Information Technology
UNIV CHENGDU TCM AFFILIATED HOSPITAL,http://www.cdtcm.edu.cn,"Chengdu, China",Affiliated Hospital of Chengdu University of Traditional Chinese Medicine is a public hospital dedicated to traditional Chinese medicine.,[Not Available],Healthcare,No,No,Yes,Yes,Public,Traditional Chinese Medicine
UNIV CHEONGJU IND & ACAD COOP FOUND,http://www.cju.ac.kr,"Cheongju, South Korea",Cheongju University is a public university focused on industrial and academic cooperation.,1990,Education,No,No,Yes,No,Public,Various fields
UNIV CHIBA,http://www.chiba-u.ac.jp,"Chiba, Japan",Chiba University is a public university with a wide range of academic areas.,1949,Education,No,No,Yes,No,Public,Various fields
UNIV CHICAGO,http://www.uchicago.edu,"Chicago, Illinois, USA",University of Chicago is a private university known for its high-quality academic research.,1890,Education,No,Yes,Yes,No,Private,Various fields
UNIV CHIENKUO TECHNOLOGY,http://www.cku.edu.tw,"Changhua, Taiwan",Chienkuo University of Technology is a private university focused on science and technology.,1997,Education,No,Yes,Yes,No,Private,Technology
UNIV CHILE,http://www.uchile.cl,"Santiago, Chile",University of Chile is a public university that offers a wide range of courses and research.,1842,Education,No,No,Yes,No,Public,Various fields
UNIV CHINA AGRICULTURAL,http://www.cau.edu.cn,"Beijing, China",China Agricultural University is a public university specializing in agriculture and related sciences.,1905,Education,No,No,Yes,No,Public,Agriculture
UNIV CHINA ELECTRONIC SCI & TECHNOLOGY,http://www.cust.edu.cn,"Chengdu, China",University of Electronic Science and Technology of China is a public university focused on electronics and technology.,1956,Education,No,No,Yes,No,Public,"Electronics, Technology"
UNIV CHINA GEOSCIENCES WUHAN,http://www.cug.edu.cn,"Wuhan, China","China University of Earth Sciences, Wuhan is a public university specializing in geosciences.",1956,Education,No,No,Yes,No,Public,Geosciences
UNIV CHINA JILIANG,http://www.jlu.edu.cn,"Jilin, China",Jilin University is a public university with a strong focus on science and engineering.,1946,Education,No,No,Yes,No,Public,"Science, Engineering"
UNIV CHINA MEDICAL FIRST AFFILIATED,http://www.cmu.edu.cn,"Shenyang, China",China Medical University is a higher education institution focused on medicine.,[Not Available],Education,No,No,Yes,No,Public,Medicine
UNIV CHINA MEDICAL HOSPITAL,http://www.china-medical-hospital.com,[Not Available],China Medical Hospital is a public hospital focused on medical care and research.,[Not Available],Healthcare,Yes,No,Yes,Yes,Public,Medicine
UNIV CHINA MEDICAL TAIWAN,http://www.cmuh.org.tw,"Taichung, Taiwan",China Medical University in Taiwan is a public university focused on medicine and medical research.,1987,Education,No,No,Yes,Yes,Public,Medicine
UNIV CHINA MINING & TECHNOLOGY BEIJING,http://www.cumt.edu.cn,"Beijing, China",China University of Mining and Technology in Beijing is a public university specializing in mining and technology.,1955,Education,No,No,Yes,No,Public,"Mining, Technology"
UNIV CHINA OCEAN,http://www.cou.edu.cn,"Beijing, China",China Ocean University is a public university specializing in marine sciences.,1958,Education,No,No,Yes,No,Public,Oceanography
UNIV CHINA PETROLEUM EAST CHINA,http://www.eastchinaup.edu.cn,"Qingdao, China",East China Petroleum University is a public university focused on oil and gas engineering.,1953,Education,No,No,Yes,No,Public,Petroleum Engineering
UNIV CHINA PHARM,http://www.cup.edu.cn,"Beijing, China",China University of Pharmacy is a public university specializing in pharmacy and life sciences.,1952,Education,No,No,Yes,No,Public,Pharmacy
UNIV CHINA RENMIN,http://www.ruc.edu.cn,"Beijing, China",Renmin University of China is a public university with a wide range of academic areas and research.,1950,Education,No,No,Yes,No,Public,Various fields
UNIV CHINA SCI & TECHNOLOGY,http://www.cust.edu.cn,"Beijing, China",University of Science and Technology of China is a public university focused on science and technology.,1958,Education,No,No,Yes,No,Public,"Science, Technology"
UNIV CHINA THREE GORGES,http://www.ctgu.edu.cn,"Yichang, China",Three Gorges University of China is a public university focused on engineering and technology.,2000,Education,No,No,Yes,No,Public,"Engineering, Technology"
UNIV CHINESE ACAD SCI,http://www.cas.edu.cn,"Beijing, China",Academia Sinica is a national-level research institution focused on various areas of science and technology.,1949,Research,Yes,No,Yes,No,Public,Various fields
UNIV CHINESE ACAD SCI NINGBO HWA MEI HOS,http://www.nbhmh.com,"Ningbo, China","Hwa Mei Hospital is a hospital affiliated with the Chinese Academy of Sciences, focused on medical care and research.",[Not Available],Healthcare,Yes,No,Yes,Yes,Public,Medicine
UNIV CHINESE ACAD SCI NINGBO LIFE & HEAL,http://www.nbih.com,"Ningbo, China",Ningbo Institute of Life and Health of the Chinese Academy of Sciences is a center for medical research and care.,[Not Available],Healthcare,Yes,No,Yes,No,Public,"Medicine, Health"
UNIV CHINESE ACAD SCI NINGBO NO 2 HOSPIT,http://www.nbing2h.com,"Ningbo, China",No. 2 Hospital of the Chinese Academy of Sciences in Ningbo provides medical care and research services.,[Not Available],Healthcare,Yes,No,Yes,Yes,Public,Medicine
UNIV CHINESE ACAD SCI WENZHOU INST,http://www.wzsi.ac.cn,"Wenzhou, China",Wenzhou Institute of the Chinese Academy of Sciences is a research center focused on applied sciences.,[Not Available],Research,Yes,No,Yes,No,Public,Various fields
UNIV CHINESE HONG KONG,http://www.cuhk.edu.hk,Hong Kong,The Chinese University of Hong Kong is a public research university with a wide range of academic areas.,1963,Education,No,No,Yes,No,Public,Various fields
UNIV CHINESE PEOPLES LIBERATION ARMY,http://www.pla.edu.cn,"Beijing, China",Chinese People's Liberation Army University is a military education institution focusing on defense and security.,1950,Education,Yes,No,Yes,No,Public,"Military, Defense"
UNIV CHITKARA,http://www.chitkara.edu.in,"Punjab, India",Chitkara University is a private university focused on various academic areas including engineering and management.,2002,Education,No,Yes,Yes,No,Private,"Engineering, Management"
UNIV CHONBUK NAT IND COOP FOUND,http://www.jbnu.ac.kr,"Jeonju, South Korea",Chonbuk University is a public university focusing on industrial and academic cooperation.,1947,Education,No,No,Yes,No,Public,Various fields
UNIV CHONGQING,http://www.cqu.edu.cn,"Chongqing, China",Chongqing University is a public university offering a wide range of courses and research.,1929,Education,No,No,Yes,No,Public,Various fields
UNIV CHONGQING CANCER HOSPITAL,http://www.cqcc.com,"Chongqing, China",Chongqing Cancer Hospital is a treatment and research center specializing in oncology.,[Not Available],Healthcare,Yes,No,Yes,Yes,Public,Oncology
UNIV CHONGQING MEDICAL,http://www.cqmu.edu.cn,"Chongqing, China",Chongqing Medical University is a public university specializing in medicine and health sciences.,1956,Education,No,No,Yes,No,Public,"Medicine, Health Sciences"
UNIV CHONGQING POSTS & TELECOM,http://www.cqupt.edu.cn,"Chongqing, China",Chongqing University of Posts and Telecommunications is a public university focused on telecommunications and information technology.,1950,Education,No,No,Yes,No,Public,"Telecommunications, Information Technology"
UNIV CHONGQING SCI & TECHNOLOGY,http://www.cqust.edu.cn,"Chongqing, China",Chongqing University of Science and Technology is a public university focused on science and technology.,2005,Education,No,No,Yes,No,Public,"Science, Technology"
UNIV CHONNAM NAT HOSPITAL,http://www.cnuh.com,"Gwangju, South Korea",Chonnam National Hospital is a public hospital offering medical services and research.,[Not Available],Healthcare,Yes,No,Yes,Yes,Public,Medicine
UNIV CHONNAM NAT IND FOUND,http://www.chonnam.ac.kr,"Gwangju, South Korea",Chonnam National University is a public university focused on research and industrial cooperation.,1952,Education,No,No,Yes,No,Public,Various fields
UNIV CHOSUN IND ACADEMIC COOP FOUND,http://www.chosun.ac.kr,"Gwangju, South Korea",Chosun University is a public university focusing on academic and industrial cooperation.,1946,Education,No,No,Yes,No,Public,Various fields
UNIV CHULALONGKORN,http://www.chula.ac.th,"Bangkok, Thailand",Chulalongkorn University is a public research university with several academic areas.,1917,Education,No,No,Yes,No,Public,Various fields
UNIV CHUNGBUK NAT IND-ACADEMIC COOP FOUND,http://www.chungbuk.ac.kr,"Cheongju, South Korea",Chungbuk National University is a public university focused on academic and industrial cooperation.,1951,Education,No,No,Yes,No,Public,Various fields
UNIV CHUNGNAM NAT TECHNOLOGY HOLDINGS CO LTD,http://www.cnu.ac.kr,"Daejeon, South Korea",Chungnam National University is a public university focusing on technology and research.,1952,Education,No,No,Yes,No,Public,Technology
UNIV CHUZHOU,http://www.czu.edu.cn,"Chuzhou, China",Chuzhou University is a public university focused on various academic areas.,1978,Education,No,No,Yes,No,Public,Various fields
UNIV CINCINNATI,http://www.uc.edu,"Cincinnati, Ohio, USA",University of Cincinnati is a public research university with a broad range of academic areas.,1819,Education,No,No,Yes,No,Public,Various fields
UNIV CITY NEW YORK COUNCIL COLUMBIA,http://www.columbia.edu,"New York City, New York, USA",Columbia University is a private research university with a wide range of academic areas and research.,1754,Education,No,Yes,Yes,No,Private,Various fields
UNIV CLERMONT AUVERGNE,http://www.uca.fr,"Clermont-Ferrand, France",University of Clermont Auvergne is a public university with a wide range of courses and research.,2017,Education,No,No,Yes,No,Public,Various fields
UNIV CLERMONT FERRAND II BLAISE PASCAL,http://www.blaisepascal.fr,"Clermont-Ferrand, France",Blaise Pascal University is a public university focused on several academic areas.,1976,Education,No,No,Yes,No,Public,Various fields
UNIV CLEVELAND HOSPITAL MEDICAL CENT,http://www.clevelandclinic.org,"Cleveland, Ohio, USA",Cleveland Clinic is a renowned hospital and medical center focused on medical care and research.,1921,Healthcare,No,No,Yes,Yes,Private,Medicine
UNIV CLEVELAND STATE,http://www.csuohio.edu,"Cleveland, Ohio, USA",Cleveland State University is a public university offering a wide range of courses and research.,1964,Education,No,No,Yes,No,Public,Various fields
UNIV CLUJ NAPOCA MEDICINA SI FARM IULIU,http://www.umfcluj.ro,"Cluj-Napoca, Romania",Iuliu HaÈieganu University of Medicine and Pharmacy is a public institution focused on medicine and pharmacy.,1919,Education,No,No,Yes,No,Public,"Medicine, Pharmacy"
UNIV COIMBRA,http://www.uc.pt,"Coimbra, Portugal","University of Coimbra is one of the oldest universities in Europe, offering a wide range of courses and research.",1290,Education,No,No,Yes,No,Public,Various fields
UNIV COLLEGE CORK NAT UNIV IRELAND,http://www.ucc.ie,"Cork, Ireland",University College Cork is a public research university with a wide range of academic areas.,1845,Education,No,No,Yes,No,Public,Various fields
UNIV COLLEGE DUBLIN,http://www.ucd.ie,"Dublin, Ireland",University College Dublin is a public research university with several academic areas.,1854,Education,No,No,Yes,No,Public,Various fields
UNIV COLOGNE,http://www.uni-koeln.de,"Cologne, Germany",University of Cologne is a public research university with a wide range of courses and academic areas.,1388,Education,No,No,Yes,No,Public,Various fields
UNIV COLORADO,http://www.colorado.edu,"Boulder, Colorado, USA",University of Colorado at Boulder is a public research university with a wide range of programs.,1876,Education,No,No,Yes,No,Public,Various fields
UNIV COLORADO STATE RES FOUND,http://www.colostate.edu,"Fort Collins, Colorado, USA",Colorado State University is a public university focused on research and innovation in several areas.,1870,Education,No,No,Yes,No,Public,Various fields
UNIV COLUMBIA NEW YORK,http://www.columbia.edu,"New York, New York, USA",Columbia University is a private research university with a wide range of academic areas and research.,1754,Education,No,Yes,Yes,No,Private,Various fields
UNIV CONNECTICUT,http://www.uconn.edu,"Storrs, Connecticut, USA",University of Connecticut is a public research university offering a wide range of courses and services.,1881,Education,No,No,Yes,No,Public,Various fields
UNIV COPENHAGEN,http://www.ku.dk,"Copenhagen, Denmark",University of Copenhagen is a public university focusing on research and several academic areas.,1479,Education,No,No,Yes,No,Public,Various fields
UNIV CORNELL,http://www.cornell.edu,"Ithaca, New York, USA",Cornell University is a private research university with a wide range of academic areas.,1865,Education,No,Yes,Yes,No,Private,Various fields
UNIV COTE DAZUR,http://www.univ-cotedazur.fr,"Nice, France",University of the CÃ´te d'Azur is a public university focused on several areas of research and teaching.,2015,Education,No,No,Yes,No,Public,Various fields
UNIV CRANFIELD,http://www.cranfield.ac.uk,"Cranfield, United Kingdom",Cranfield University is a public university focusing on engineering and management.,1969,Education,No,No,Yes,No,Public,"Engineering, Management"
UNIV CUKUROVA REKTOERLUEGUE,http://www.cu.edu.tr,"Adana, TÃ¼rkiye",Ãukurova University is a public university offering a variety of courses and research.,1973,Education,No,No,Yes,No,Public,Various fields
UNIV DA BEIRA INTERIOR,http://www.ubi.pt,"CovilhÃ£, Portugal",University of Beira Interior is a public university focusing on several academic areas and research.,1986,Education,No,No,Yes,No,Public,Various fields
UNIV DAAN GENE CO LTD,http://www.dna.com.cn,[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No,Private,Biotechnology
UNIV DAGESTAN STATE MEDICAL,http://www.dagmmed.ru,"Makhachkala, Russia",Dagestan State Medical University is a public university focused on medicine and health.,1932,Education,No,No,Yes,No,Public,Medicine
UNIV DAIX MARSEILLE,http://www.univ-amu.fr,"Aix-en-Provence, France",Aix-Marseille University is a public university with a wide range of courses and research.,1409,Education,No,No,Yes,No,Public,Various fields
UNIV DALIAN,http://www.dlut.edu.cn,"Dalian, China",Dalian University is a public university focusing on engineering and technology.,1949,Education,No,No,Yes,No,Public,"Engineering, Technology"
UNIV DALIAN MARITIME,http://www.dlmu.edu.cn,"Dalian, China",Dalian Maritime University is a public university specializing in transportation and marine engineering.,1909,Education,No,No,Yes,No,Public,Maritime Engineering
UNIV DALIAN MEDICAL FIRST AFFILIATED HOS,http://www.dlmed.com.cn,"Dalian, China",Dalian University Medical Hospital is a public hospital focusing on research and medical care.,1948,Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV DALIAN MEDICAL NO 2 HOSPITAL,http://www.dlmed2.com.cn,"Dalian, China",Dalian University Second Medical Hospital is a public hospital focused on medical care and research.,1946,Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV DALIAN MINZU,http://www.dlnu.edu.cn,"Dalian, China",Dalian Minzu University is a public university focusing on education and research.,1949,Education,No,No,Yes,No,Public,Various fields
UNIV DALIAN NATIONALITIES,http://www.dlnu.edu.cn,"Dalian, China",Dalian Nationalities University is a public university specializing in multicultural education and research.,1949,Education,No,No,Yes,No,Public,Various fields
UNIV DALIAN NEUSOFT INFORMATION,http://www.neusoft.com,"Dalian, China",Dalian's Neusoft Information Institute is a research center focused on information technology.,1997,Information Technology,No,Yes,Yes,No,Private,Information Technology
UNIV DALIAN POLYTECHNIC,http://www.dlpu.edu.cn,"Dalian, China",Dalian Polytechnic University is a public university focused on engineering and technology.,1949,Education,No,No,Yes,No,Public,Engineering
UNIV DALIAN TECHNOLOGY,http://www.dlut.edu.cn,"Dalian, China",Dalian University of Technology is a public university focused on engineering and technological research.,1949,Education,No,No,Yes,No,Public,Technology
UNIV DANKOOK IND ACADEMIC COOP FOUND,http://www.dankook.ac.kr,"Cheonan, South Korea",Dankook University is a public university focused on academic and industrial cooperation.,1947,Education,No,No,Yes,No,Public,Various fields
UNIV DANMARKS TEKNISKE,http://www.dtu.dk,"Copenhagen, Denmark",Technical University of Denmark is a public university specializing in engineering and technology.,1829,Education,No,No,Yes,No,Public,Engineering
UNIV DARMSTADT TECH KORPERSCHAFT OFFENTL,http://www.tu-darmstadt.de,"Darmstadt, Germany",Technical University of Darmstadt is a public university with a focus on engineering and technology.,1877,Education,No,No,Yes,No,Public,Engineering
UNIV DATONG,http://www.datong.edu.cn,"Datong, China",Datong University is a public university focusing on education and research in various areas.,1978,Education,No,No,Yes,No,Public,Various fields
UNIV DE TOURS,http://www.univ-tours.fr,"Tours, France",University of Tours is a public university offering a variety of courses and research.,1969,Education,No,No,Yes,No,Public,Various fields
UNIV DEL PAIS VASCO,http://www.ehu.eus,"San Sebastian, Spain",University of the Basque Country is a public university focused on a wide range of academic areas and research.,1980,Education,No,No,Yes,No,Public,Various fields
UNIV DELAWARE,http://www.udel.edu,"Newark, Delaware, USA",University of Delaware is a public research university with several academic areas and research centers.,1743,Education,No,No,Yes,No,Public,Various fields
UNIV DELHI,http://www.du.ac.in,"New Delhi, India",University of Delhi is a public university with a wide range of courses and research in various areas.,1922,Education,No,No,Yes,No,Public,Various fields
UNIV DELHI PHARM SCI & RES,http://www.dpsr.du.ac.in,"New Delhi, India","Department of Pharmaceutical Sciences and Research, University of Delhi specializes in pharmacology and related research.",2002,Education,No,No,Yes,No,Public,Pharmaceutical Sciences
UNIV DENVER,http://www.du.edu,"Denver, Colorado, USA",University of Denver is a private university focusing on several academic areas and research.,1864,Education,No,Yes,Yes,No,Private,Various fields
UNIV DHAHRAN KING FAHD PETROLEUM & MINER,http://www.kfupm.edu.sa,"Dhahran, Saudi Arabia",King Fahd University of Petroleum and Minerals is a public university focused on engineering and applied sciences.,1963,Education,No,No,Yes,No,Public,"Engineering, Applied Sciences"
UNIV DI PISA,http://www.unipi.it,"Pisa, Italy",University of Pisa is a public university with a long tradition in various academic areas and research.,1343,Education,No,No,Yes,No,Public,Various fields
UNIV DI ROMA TOR VERGATA,http://www.uniroma2.it,"Rome, Italy",University of Rome Tor Vergata is a public university offering a variety of courses and research.,1982,Education,No,No,Yes,No,Public,Various fields
UNIV DO ESTADO DO RIO JANEIRO UERJ,http://www.uerj.br,"Rio de Janeiro, Brazil",State University of Rio de Janeiro is a public university focusing on a wide range of academic areas and research.,1950,Education,No,No,Yes,No,Public,Various fields
UNIV DO PORTO,http://www.up.pt,"Porto, Portugal",University of Porto is a public university with a wide range of courses and research in various areas.,1911,Education,No,No,Yes,No,Public,Various fields
UNIV DONG A RES FOUND IND ACAD COOPE,http://www.donga.ac.kr,"Busan, South Korea",Dong-A University is a public university focused on academic and industrial cooperation.,1946,Education,No,No,Yes,No,Public,Various fields
UNIV DONG EUI IND ACAD COOP FOUND,http://www.dong-eui.ac.kr,"Busan, South Korea",Dong-Eui University is a public university focused on academic and industrial cooperation.,1991,Education,No,No,Yes,No,Public,Various fields
UNIV DONGGUAN TECHNOLOGY,http://www.dgut.edu.cn,"Dongguan, China",Dongguan University of Technology is a public university specializing in technology and engineering.,1992,Education,No,No,Yes,No,Public,"Technology, Engineering"
UNIV DONGGUK IND ACAD COOP FOUND,http://www.dongguk.edu,"Seoul, South Korea",Dongguk University is a public university focused on academic and industrial cooperation.,1906,Education,No,No,Yes,No,Public,Various fields
UNIV DONGHUA,http://www.dhu.edu.cn,"Shanghai, China","Donghua University is a public university specializing in textile design, engineering and technology.",1951,Education,No,No,Yes,No,Public,"Design, Engineering, Textile"
UNIV DOSHISHA,http://www.doshisha.ac.jp,"Kyoto, Japan",Doshisha University is a private university with a variety of courses and research.,1875,Education,No,Yes,Yes,No,Private,Various fields
UNIV DRESDEN TECH,http://www.tu-dresden.de,"Dresden, Germany",Technical University of Dresden is a public university with a focus on engineering and technology.,1828,Education,No,No,Yes,No,Public,"Engineering, Technology"
UNIV DREXEL,http://www.drexel.edu,"Philadelphia, Pennsylvania, USA",Drexel University is a private university with a variety of academic programs and research.,1891,Education,No,Yes,Yes,No,Private,Various fields
UNIV DUESSELDORF-HEINRICH-HEINE,http://www.hhu.de,"DÃ¼sseldorf, Germany",Heinrich Heine University DÃ¼sseldorf is a public university with a wide range of courses and research.,1965,Education,No,No,Yes,No,Public,Various fields
UNIV DUISBURG-ESSEN,http://www.uni-due.de,"Duisburg and Essen, Germany",University Duisburg-Essen is a public university focusing on a wide range of academic areas and research.,2003,Education,No,No,Yes,No,Public,Various fields
UNIV DUKE,http://www.duke.edu,"Durham, North Carolina, USA",Duke University is a private university with a strong focus on research and several academic programs.,1838,Education,No,Yes,Yes,No,Private,Various fields
UNIV DUKE KUNSHAN,http://www.dukekunshan.edu.cn,"Kunshan, China",Duke Kunshan University is an international extension of Duke University focused on a variety of academic areas.,2013,Education,No,Yes,Yes,No,Private,Various fields
UNIV DUNDEE,http://www.dundee.ac.uk,"Dundee, Scotland",University of Dundee is a public university with a wide range of courses and research in various areas.,1881,Education,No,No,Yes,No,Public,Various fields
UNIV DUQUESNE HOLY SPIRIT,http://www.duq.edu,"Pittsburgh, Pennsylvania, USA",Duquesne University is a private university focusing on research and several academic areas.,1878,Education,No,Yes,Yes,No,Private,Various fields
UNIV DURHAM,http://www.durham.ac.uk,"Durham, England",Durham University is a public university focusing on research and a range of academic areas.,1832,Education,No,No,Yes,No,Public,Various fields
UNIV EAST CAROLINA,http://www.ecu.edu,"Greenville, North Carolina, USA",East Carolina University is a public university with a wide range of academic programs and research.,1907,Education,No,No,Yes,No,Public,Various fields
UNIV EAST CHINA NORMAL,http://www.ecnu.edu.cn,"Shanghai, China",East China Normal University is a public university focusing on education and social sciences.,1951,Education,No,No,Yes,No,Public,"Education, Social Sciences"
UNIV EAST CHINA SCI & TECHNOLOGY,http://www.ecust.edu.cn,"Shanghai, China",East China University of Science and Technology is a public university specializing in science and technology.,1952,Education,No,No,Yes,No,Public,"Science, Technology"
UNIV EAST TENNESSEE STATE RES FOUND,http://www.etsu.edu,"Johnson City, Tennessee, USA",East Tennessee State University is a public university with several academic areas and research centers.,1911,Education,No,No,Yes,No,Public,Various fields
UNIV EASTERN LIAONING,http://www.elu.edu.cn,"Liaoning, China",Eastern Liaoning University is a public university focused on various academic areas.,1949,Education,No,No,Yes,No,Public,Various fields
UNIV EASTERN VISAYAS STATE,http://www.evsu.edu.ph,"Tacloban City, Philippines",Eastern Visayas State University is a public university offering various academic programs.,1948,Education,No,No,Yes,No,Public,Various fields
UNIV EBERHARD KARLS TUEBIGEN MEDIZINISCH,http://www.medizin.uni-tuebingen.de,"TÃ¼bingen, Germany",Eberhard Karls University of TÃ¼bingen is a public university with a strong emphasis on medicine and health sciences.,1477,Education,No,No,Yes,Yes,Public,"Medicine, Health Sciences"
UNIV EDINBURGH,http://www.ed.ac.uk,"Edinburgh, Scotland",University of Edinburgh is a public university with a wide range of courses and research in various areas.,1582,Education,No,No,Yes,No,Public,Various fields
UNIV EDUCATIONAL FOUND OSAKA MEDICAL,http://www.osaka-med.ac.jp,"Osaka, Japan",Osaka Educational Foundation for Medicine is a public university focused on medical and healthcare fields.,1921,Education,No,No,Yes,Yes,Public,"Medicine, Health Sciences"
UNIV EGE,http://www.ege.edu.tr,"Izmir, TÃ¼rkiye",Ege University is a public university with a wide range of academic areas and research centers.,1955,Education,No,No,Yes,No,Public,Various fields
UNIV EL BOSQUE,http://www.unbosque.edu.co,"BogotÃ¡, Colombia",El Bosque University is a private university focusing on several academic areas and research.,1977,Education,No,Yes,Yes,No,Private,Various fields
UNIV ELCHE HERNANDEZ MIGUEL,http://www.umh.es,"Elche, Spain",Miguel HernÃ¡ndez de Elche University is a public university offering a variety of academic programs.,1997,Education,No,No,Yes,No,Public,Various fields
UNIV ELKE WEST ATTICA,http://www.uniwa.gr,"Athens, Greece",University of West Attica is a public university focusing on several academic areas and research.,2018,Education,No,No,Yes,No,Public,Various fields
UNIV EMORY,http://www.emory.edu,"Atlanta, Georgia, USA",Emory University is a private university with a strong focus on research and a wide range of academic programs.,1836,Education,No,Yes,Yes,Yes,Private,Various fields
UNIV ENG & MANAGEMENT,[Not Available],[Not Available],[Not Available],[Not Available],Education,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available]
UNIV ERA,[Not Available],[Not Available],[Not Available],[Not Available],Education,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],[Not Available]
UNIV ERASMUS MEDICAL CENT,http://www.erasmusmc.nl,"Rotterdam, Netherlands","Erasmus MC is an academic medical center linked to Erasmus University Rotterdam, offering health research and education.",[Not Available],"Education, Medical",No,No,Yes,Yes,Public,"Medicine, Health Sciences"
UNIV ERCIYES T C,http://www.erciyes.edu.tr,"Kayseri, TÃ¼rkiye",Erciyes University is a public university focusing on various academic and research areas.,1978,Education,No,No,Yes,No,Public,Various fields
UNIV ERLANGEN-NUERNBERG,http://www.fau.de,"Erlangen, Germany",University of Erlangen-Nuremberg is a public university with a wide range of academic and research programs.,1743,Education,No,No,Yes,No,Public,Various fields
UNIV ESKISEHIR OSMANGAZI,http://www.ogu.edu.tr,"EskiÅehir, TÃ¼rkiye",Osmangazi University is a public university with several academic programs and research centers.,1992,Education,No,No,Yes,No,Public,Various fields
UNIV STATE OF CEARA FUNDACAO,http://www.uece.br,"Fortaleza, Brazil",State University of CearÃ¡ is a public university with a diverse range of academic and research areas.,1975,Education,No,No,Yes,No,Public,Various fields
UNIV STATE OF WEST OF PARANA,http://www.unioeste.br,"Cascavel, Brazil",Universidade Estadual do Oeste do ParanÃ¡ is a public university focusing on several academic areas and research.,1990,Education,No,No,Yes,No,Public,Various fields
UNIV ESTADUAL LONDRINA,http://www.uel.br,"Londrina, Brazil",Universidade Estadual de Londrina is a public university offering a wide range of academic programs and research.,1970,Education,No,No,Yes,No,Public,Various fields
UNIV ESTADUAL MARINGA,http://www.uem.br,"MaringÃ¡, Brazil",State University of MaringÃ¡ is a public university with several academic areas and research centers.,1970,Education,No,No,Yes,No,Public,Various fields
UNIV STATE PAULISTA JULIO MESQUITA,http://www.unesp.br,"SÃ£o Paulo, Brazil",Universidade Estadual Paulista is a public university with a wide range of academic and research programs.,1976,Education,No,No,Yes,No,Public,Various fields
UNIV EURO-MEDITERRANEENNE FES,http://www.um6p.ma,"Fes, Morocco",Euro-Mediterranean University of Fes is a private university focused on various academic areas and research.,[Not Available],Education,No,Yes,Yes,No,Private,Various fields
UNIV EWHA IND COLLABORATION FOUND,http://www.ewha.ac.kr,"Seoul, South Korea",Ewha University is a private university focusing on research and academic collaboration in various areas.,1886,Education,No,Yes,Yes,No,Private,Various fields
UNIV EWHA WOMANS,http://www.ewha.ac.kr,"Seoul, South Korea",Ewha Womans University is a private university focused on education and research for women and several other areas.,1886,Education,No,Yes,Yes,No,Private,Various fields
UNIV FEDERAL ALAGOAS,http://www.uft.edu.br,"MaceiÃ³, Brazil",Federal University of Alagoas is a public university with several academic areas and research centers.,1961,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL CEARA,http://www.ufc.br,"Fortaleza, Brazil",Universidade Federal do CearÃ¡ is a public university offering a diverse range of academic programs and research.,1954,Education,No,No,Yes,No,Public,Various fields
