Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
UNIV SOUTHWEST MEDICAL AFFILIATED HOSPIT,http://www.swmu.edu.cn/,"Luzhou, Sichuan, China","This hospital, affiliated with Southwest Medical University, provides medical services and engages in research in various medical specialties.",Information not readily available,Healthcare,Yes,No,Yes,Yes,Public Medical Center,"Medicine, Healthcare"
UNIV SOUTHWEST SCI & TECHNOLOGY,http://www.sust.edu.cn/,"Mianyang, Sichuan, China","This university focuses on scientific research and technology, offering programs in engineering, applied sciences, and technology.",2000,Higher Education,Yes,No,Yes,No,Public University,"Science, Technology, Engineering"
UNIV ST MARIANNA SCHOOL MEDICINE,http://www.marianna-u.ac.jp/,"Kawasaki, Kanagawa, Japan","This medical school provides education and research opportunities in medicine, focusing on clinical practice and medical research.",1970,"Higher Education, Medicine",No,No,Yes,Yes,Private Medical School,"Medicine, Healthcare"
UNIV STATE CAMPINAS UNICAMP,http://www.unicamp.br/,"Campinas, SÃ£o Paulo, Brazil",UNICAMP is a major Brazilian public university known for its strong research programs and diverse academic offerings.,1966,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV SUNGKYUNKWAN RES & BUSINESS FOUND,http://www.skku.edu/,"Seoul, South Korea","This foundation supports research and business development initiatives at Sungkyunkwan University, focusing on innovation and commercialization.",Information not readily available,Research and Development,No,No,Yes,No,Research Foundation,"Business Development, Research Innovation"
UNIV SUNMOON IND COOP FOUND,http://www.sunmoon.ac.kr/,"Asan, South Korea",This foundation promotes industry-academic cooperation and supports research and development initiatives at Sunmoon University.,Information not readily available,Research and Development,No,No,Yes,No,Research Foundation,"Industry-Academic Cooperation, Research Innovation"
UNIV SUZHOU SCI & TECHNOLOGY,http://www.sust.edu.cn/,"Suzhou, Jiangsu, China","This university offers programs in science and technology, focusing on research and development in technical fields.",Information not readily available,Higher Education,Yes,No,Yes,No,Public University,"Science, Technology"
UNIV SYMBIOSIS INST BUSINESS MANAGEMENT PUNE SYMBIOSIS INT,http://www.sibmpune.edu.in/,"Pune, Maharashtra, India",A premier business school offering MBA programs with a focus on management education and research.,1995,Higher Education,No,No,Yes,No,Private Business School,Business Management
UNIV SYMBIOSIS INT DEEMED,http://www.siu.edu.in/,"Pune, Maharashtra, India",A deemed-to-be university offering a wide range of undergraduate and postgraduate programs across various disciplines.,2002,Higher Education,No,No,Yes,No,Private University,Various Disciplines
UNIV T C USKUDAR,http://www.uskudar.edu.tr/,"Istanbul, Turkey","A private university specializing in health sciences and social sciences, with a focus on research and academic excellence.",2011,Higher Education,No,No,Yes,No,Private University,"Health Sciences, Social Sciences"
UNIV TAIWAN NAT HOSPITAL,http://www.ntuh.gov.tw/,"Taipei, Taiwan","A major hospital affiliated with National Taiwan University, providing comprehensive medical services and engaging in clinical and translational research.",1895,Healthcare,Yes,No,Yes,Yes,Public Medical Center,"Medicine, Healthcare"
UNIV TAIZHOU CENT HOSPITAL,http://www.tzch.com/,"Taizhou, Zhejiang, China",A comprehensive hospital providing a range of medical services and involved in research and development in healthcare.,Information not readily available,Healthcare,Yes,No,Yes,Yes,Public Medical Center,"Medicine, Healthcare"
UNIV TAIZHOU WENLING RES INST,Information not readily available,"Wenling, Zhejiang, China",This research institute focuses on various research initiatives and collaborations in the Wenling region.,Information not readily available,Research and Development,Yes,No,Yes,No,Research Institute,Various Research Areas
UNIV TC ANKARA REKTOERLUEGUE,http://www.ankara.edu.tr/,"Ankara, Turkey",The central administrative body of Ankara University overseeing academic and research activities across various departments.,1946,Higher Education,Yes,No,Yes,No,Public University Administration,Various Disciplines
UNIV TC UESKUEDAR,http://www.uskudar.edu.tr/,"Istanbul, Turkey","As previously mentioned, a private university focusing on health and social sciences with an emphasis on research and academic excellence.",2011,Higher Education,No,No,Yes,No,Private University,"Health Sciences, Social Sciences"
UNIV TECH MUNCHEN,http://www.tum.de/,"Munich, Germany","TUM is a leading research university known for its engineering, natural sciences, and technological programs.",1868,Higher Education,Yes,No,Yes,No,Public University,"Engineering, Natural Sciences, Technology"
UNIV TENNESSEE RES FOUND,http://www.utrf.tennessee.edu/,"Knoxville, Tennessee, USA",The foundation supports research and commercialization of innovations originating from the University of Tennessee.,Information not readily available,Research and Development,No,No,Yes,No,Research Foundation,"Research Commercialization, Innovation"
UNIV TIANJIN MEDICAL GEN HOSPITAL,http://www.tjmu.edu.cn/,"Tianjin, China","A major hospital affiliated with Tianjin Medical University, focusing on comprehensive medical services and research.",Information not readily available,Healthcare,Yes,No,Yes,Yes,Public Medical Center,"Medicine, Healthcare"
UNIV TIANJIN SCI & TECHNOLOGY,http://www.tust.edu.cn/,"Tianjin, China","This university offers programs in science and technology, focusing on research and development in technical fields.",1958,Higher Education,Yes,No,Yes,No,Public University,"Science, Technology"
UNIV TIANJIN TRADITIONAL CHINESE MEDICIN,http://www.tjutcm.edu.cn/,"Tianjin, China",This university specializes in traditional Chinese medicine and offers research and educational programs in this field.,1958,Higher Education,Yes,No,Yes,No,Public University,"Traditional Chinese Medicine, Healthcare"
UNIV TOHOKU NAT CORP,http://www.tohoku.ac.jp/,"Sendai, Miyagi, Japan",A leading research university known for its contributions to various scientific and engineering disciplines.,1907,Higher Education,Yes,No,Yes,No,Public University,"Science, Engineering, Medicine"
UNIV TOKAI NAT CORP NAT HIGHER EDUCATION,http://www.tokai-u.ac.jp/,"Tokyo, Japan","A private university offering a diverse range of undergraduate and graduate programs, with a focus on research and development.",1924,Higher Education,No,No,Yes,No,Private University,Various Disciplines
UNIV TOKUSHIMA NAT CORP,http://www.tokushima-u.ac.jp/,"Tokushima, Japan",A public university known for its research in various scientific and technological fields.,1949,Higher Education,Yes,No,Yes,No,Public University,"Science, Technology"
UNIV TOKYO AGRIC & TECHNOLOGY,http://www.tuat.ac.jp/,"Tokyo, Japan","This university focuses on agriculture, technology, and related fields, offering specialized programs and research opportunities.",1878,Higher Education,Yes,No,Yes,No,Public University,"Agriculture, Technology"
UNIV TOKYO NAT CORP TOKYO MEDICAL & DENT,https://www.tmd.ac.jp/,"Tokyo, Japan","The University of Tokyo Medical and Dental School is a leading institution in medical and dental education, research, and healthcare. It is part of the University of Tokyo, which is renowned for its academic excellence in various fields.",1946,"Higher Education, Healthcare",Yes,No,Yes,Yes,Public University,"Medicine, Dentistry, Healthcare Research"
UNIV TOKYO PHARMACY & LIFE SCI,http://www.toyaku.ac.jp/,"Tokyo, Japan","Specializes in pharmacy and life sciences, providing education and research opportunities in these fields.",1889,Higher Education,No,No,Yes,No,Private University,"Pharmacy, Life Sciences"
UNIV TOKYO SCI FOUND,http://www.tus.ac.jp/,"Tokyo, Japan",This foundation supports research and academic activities at Tokyo University of Science.,Information not readily available,Higher Education,No,No,Yes,No,Foundation,"Science, Engineering"
UNIV TOKYO WOMENS MEDICAL,http://www.twmu.ac.jp/,"Tokyo, Japan","Focuses on medical education and research, particularly women's health.",1900,Higher Education,No,No,Yes,Yes,Private University,"Medicine, Women's Health"
UNIV TOTTORI NAT CORP,http://www.tottori-u.ac.jp/,"Tottori, Japan",A public university offering a range of undergraduate and postgraduate programs across various disciplines.,1949,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV TOULOUSE III SABATIER PAUL,http://www.univ-tlse3.fr/,"Toulouse, France","Known for its research in science and technology, and offers a broad range of academic programs.",1969,Higher Education,Yes,No,Yes,No,Public University,"Science, Technology"
UNIV TRAS-OS-MONTES E ALTO DOURO,http://www.utad.pt/,"Vila Real, Portugal","Offers a variety of undergraduate and postgraduate programs, with a focus on regional development and innovation.",1986,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV TSINGHUA RES INST IN SHENZHEN,http://www.tsinghua.edu.cn/,"Shenzhen, China",An extension of Tsinghua University focusing on research and development in Shenzhen.,Information not readily available,Research and Development,Yes,No,Yes,No,Research Institute,"Technology, Innovation"
UNIV TSINGHUA YANGTZE DELTA REG INST,http://www.tsinghua.edu.cn/,"Yangtze Delta Region, China",This institute focuses on research and development in the Yangtze Delta Region as part of Tsinghua University's expansion.,Information not readily available,Research and Development,Yes,No,Yes,No,Research Institute,"Technology, Regional Development"
UNIV TUEBINGEN EBERHARD-KARLS,http://www.uni-tuebingen.de/,"TÃ¼bingen, Germany",A prominent public research university known for its contributions to various academic fields.,1477,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV ULSAN FOUND IND COOP,http://www.ulsan.ac.kr/,"Ulsan, South Korea",Supports industry-academic cooperation and research at Ulsan University.,Information not readily available,Research and Development,No,No,Yes,No,Research Foundation,"Industry-Academic Cooperation, Research Innovation"
UNIV UTAH RES FOUND,http://www.utah.edu/,"Salt Lake City, Utah, USA",Supports research and commercialization of innovations from the University of Utah.,Information not readily available,Research and Development,No,No,Yes,No,Research Foundation,"Research Commercialization, Innovation"
UNIV VALL HEBRON INST RECERCA HOSPITAL,http://www.vhir.org/,"Barcelona, Spain","A research institute affiliated with Vall d'Hebron Hospital, focusing on clinical and translational research.",Information not readily available,Healthcare and Research,Yes,No,Yes,Yes,Research Institute,"Clinical Research, Translational Medicine"
UNIV VAUDOIS CENT HOSPITALIER,http://www.unil.ch/,"Lausanne, Switzerland",A public research university offering a wide range of programs and research opportunities.,1969,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV VERMONT & STATE AGRIC COLLEGE,http://www.uvm.edu/,"Burlington, Vermont, USA","Known for its programs in agriculture, life sciences, and liberal arts.",1791,Higher Education,Yes,No,Yes,No,Public University,"Agriculture, Life Sciences, Liberal Arts"
UNIV VERSAILLES SAINT QUENTIN YVELINE,http://www.uvsq.fr/,"Versailles, France",Offers a range of undergraduate and postgraduate programs with a focus on research and regional development.,1991,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV VIETNAM MILITARY MEDICAL EMBRYO TEC,Information not readily available,Vietnam,Specializes in military medicine and medical research.,Information not readily available,Healthcare and Research,Yes,No,Yes,Yes,Military Medical Institute,"Military Medicine, Medical Research"
UNIV VIRGINIA POLYTECHNIC INST,http://www.vt.edu/,"Blacksburg, Virginia, USA","A prominent public research university known for its engineering, architecture, and science programs.",1872,Higher Education,Yes,No,Yes,No,Public University,"Engineering, Architecture, Science"
UNIV VISHWANATH KARAD MIT WORLD PEACE,http://www.mitwpu.edu.in/,"Pune, India",Offers a variety of programs with a focus on peace and global development.,1983,Higher Education,No,No,Yes,No,Private University,"Peace Studies, Engineering, Business"
UNIV VRIJE BRUSSEL,http://www.vub.ac.be/,"Brussels, Belgium",A leading research university known for its diverse range of academic programs.,1970,Higher Education,No,No,Yes,No,Public University,Various Disciplines
UNIV WAKE FOREST HEALTH SCI,http://www.wakehealth.edu/,"Winston-Salem, North Carolina, USA",Includes Wake Forest School of Medicine and focuses on health sciences research and education.,1902,Healthcare and Education,No,No,Yes,Yes,Private University,"Medicine, Health Sciences"
UNIV WASHINGTON GEORGE,https://www.uw.edu/,"Seattle, Washington, USA","Likely refers to the George Washington University, but University of Washington is the leading institution in Seattle.",1861,Higher Education,Yes,No,Yes,Yes (UW Medicine),Public University,Various Disciplines
UNIV WASHINGTON SEATTLE,https://www.washington.edu/,"Seattle, Washington, USA",A major public research university known for its comprehensive programs and research initiatives.,1861,Higher Education,Yes,No,Yes,Yes (UW Medicine),Public University,Various Disciplines
UNIV WASHINGTON ST LOUIS,https://www.wustl.edu/,"St. Louis, Missouri, USA","A private research university known for its strong programs in medicine, law, business, and more.",1853,Higher Education,No,No,Yes,Yes (Washington University School of Medicine),Private University,"Medicine, Law, Business, Various Disciplines"
UNIV WASHINGTON STATE,https://www.wsu.edu/,"Pullman, Washington, USA","A public research university with a focus on agriculture, engineering, and veterinary medicine.",1890,Higher Education,Yes,No,Yes,Yes (WSU Health Sciences),Public University,"Agriculture, Engineering, Veterinary Medicine"
UNIV WAYNE STATE,https://wayne.edu/,"Detroit, Michigan, USA","A public research university known for its programs in business, law, medicine, and engineering.",1868,Higher Education,Yes,No,Yes,Yes (Wayne State University School of Medicine),Public University,"Business, Law, Medicine, Engineering"
UNIV WEIFANG MEDICAL,http://www.wfmc.edu.cn/,"Weifang, Shandong, China",A medical university specializing in medical education and research.,1951,Higher Education,Yes,No,Yes,Yes,Public University,"Medicine, Healthcare"
UNIV WEIFANG MEDICAL AFFILIATED HOSPITAL,http://www.wfyy.net/,"Weifang, Shandong, China",Affiliated hospital providing medical care and supporting medical education and research.,Information not readily available,Healthcare,Yes,No,Yes,Yes,Affiliated Hospital,Clinical Medicine
UNIV WENZHOU,http://www.wzu.edu.cn/,"Wenzhou, Zhejiang, China",A comprehensive university offering a wide range of undergraduate and graduate programs.,1984,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV WENZHOU CHINESE ACAD SCI INST,Information not readily available,"Wenzhou, Zhejiang, China",Likely a research institute affiliated with Wenzhou University and the Chinese Academy of Sciences.,Information not readily available,Research,Yes,No,Yes,No,Research Institute,Various Disciplines
UNIV WENZHOU MEDICAL,http://www.wzmc.edu.cn/,"Wenzhou, Zhejiang, China","Specializes in medical education, research, and healthcare.",1958,Higher Education,Yes,No,Yes,Yes,Public University,"Medicine, Healthcare"
UNIV WEST VIRGINIA,https://www.wvu.edu/,"Morgantown, West Virginia, USA",A public research university offering a wide range of programs with a focus on research and community service.,1867,Higher Education,Yes,No,Yes,Yes (WVU Medicine),Public University,Various Disciplines
UNIV WESTERN MICHIGAN STRYKER MEDICINE,http://med.wmich.edu/,"Kalamazoo, Michigan, USA",A medical school providing education and research in various medical fields.,2014,"Higher Education, Healthcare",No,No,Yes,Yes,Public University,Medicine
UNIV WESTERN ONTARIO,https://www.uwo.ca/,"London, Ontario, Canada",A major public research university known for its strong programs in various disciplines.,1878,Higher Education,Yes,No,Yes,Yes (Schulich School of Medicine & Dentistry),Public University,Various Disciplines
UNIV WESTLAKE,https://www.westlake.edu.cn/,"Hangzhou, Zhejiang, China",A new research university focusing on science and technology.,2018,Higher Education,Yes,No,Yes,No,Public University,"Science, Technology"
UNIV WICHITA STATE,https://www.wichita.edu/,"Wichita, Kansas, USA","A public research university with a focus on engineering, business, and health professions.",1895,Higher Education,Yes,No,Yes,Yes,Public University,"Engineering, Business, Health Professions"
UNIV WIEN MEDIZINISCHE,https://www.meduniwien.ac.at/,"Vienna, Austria",A prominent medical university known for its research and medical education.,"1365 (Medical School), became an independent university in 2004","Higher Education, Healthcare",Yes,No,Yes,Yes,Public University,"Medicine, Healthcare"
UNIV WILFRID LAURIER,https://www.wlu.ca/,"Waterloo, Ontario, Canada","A public university known for its programs in business, arts, and social work.",1911,Higher Education,Yes,No,Yes,No,Public University,"Business, Arts, Social Work"
UNIV WITWATERSRAND JOHANNESBURG,https://www.wits.ac.za/,"Johannesburg, South Africa",A major public research university known for its academic excellence and research output.,1922,Higher Education,Yes,No,Yes,Yes,Public University,Various Disciplines
UNIV WOLVERHAMPTON,https://www.wlv.ac.uk/,"Wolverhampton, England, UK",A public university offering a range of undergraduate and postgraduate programs.,1827,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV WONKWANG CENT IND ACAD COOP,http://www.wonkwang.ac.kr/,"Iksan, South Korea",Focuses on fostering collaboration between industry and academia.,Information not readily available,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV WUERZBURG MAXIMILIAN JULIUS,https://www.uni-wuerzburg.de/,"WÃ¼rzburg, Bavaria, Germany","A public research university known for its strong programs in sciences, humanities, and medicine.",1402,Higher Education,Yes,No,Yes,Yes,Public University,Various Disciplines
UNIV WUHAN,https://www.whu.edu.cn/,"Wuhan, Hubei, China","One of Chinaâs oldest and most prestigious institutions, known for its strong programs in science, engineering, and humanities.",1893,Higher Education,Yes,No,Yes,Yes (Wuhan University Medical College),Public University,Various Disciplines
UNIV WUHAN POLYTECHNIC,http://www.wpu.edu.cn/,"Wuhan, Hubei, China",Focuses on engineering and applied sciences with a strong emphasis on research and practical applications.,2000,Higher Education,Yes,No,Yes,No,Public University,"Engineering, Applied Sciences"
UNIV WUHAN RENMIN HOSPITAL,http://www.renminhosp.com/,"Wuhan, Hubei, China",Affiliated hospital providing comprehensive medical care and supporting medical research and education.,Information not readily available,Healthcare,Yes,No,Yes,Yes,Affiliated Hospital,Clinical Medicine
UNIV WUHAN SCI & TECHNOLOGY,http://www.wust.edu.cn/,"Wuhan, Hubei, China","Known for its focus on engineering, science, and technology.",2000,Higher Education,Yes,No,Yes,No,Public University,"Engineering, Technology, Science"
UNIV WUHAN SHENZHEN INST,Information not readily available,"Shenzhen, Guangdong, China",Likely an extension or affiliated institute of Wuhan University with a focus on research and development.,Information not readily available,Higher Education,Yes,No,Yes,No,Research Institute,Various Disciplines
UNIV WUHAN TECHNOLOGY,http://www.wust.edu.cn/,"Wuhan, Hubei, China","A major public university with strong programs in engineering, materials science, and technology.",2000,Higher Education,Yes,No,Yes,No,Public University,"Engineering, Technology"
UNIV WUHAN ZHONGNAN HOSPITAL,http://www.znhospital.com/,"Wuhan, Hubei, China",An affiliated hospital of Wuhan University providing advanced medical care and research facilities.,Information not readily available,Healthcare,Yes,No,Yes,Yes,Affiliated Hospital,Clinical Medicine
UNIV WUXI NANJING XISHAN APPLIED BIOTECH,Information not readily available,"Wuxi, Jiangsu, China",Focuses on applied biotechnology research and development.,Information not readily available,Biotechnology,Yes,No,Yes,No,Research Institute,Biotechnology
UNIV WUYI,http://www.wyu.edu.cn/,"Jiangmen, Guangdong, China",A comprehensive university offering a range of programs with a focus on applied sciences and technology.,1985,Higher Education,Yes,No,Yes,No,Public University,"Applied Sciences, Technology"
UNIV WYOMING,https://www.uwyo.edu/,"Laramie, Wyoming, USA","A public research university offering a variety of programs with strengths in engineering, agriculture, and science.",1886,Higher Education,Yes,No,Yes,No,Public University,"Engineering, Agriculture, Science"
UNIV XIAMEN,https://www.xmu.edu.cn/,"Xiamen, Fujian, China",One of China's top universities known for its research and comprehensive programs in various fields.,1921,Higher Education,Yes,No,Yes,Yes (Xiamen University Medical College),Public University,Various Disciplines
UNIV XIAMEN AFFILIATED ZHONGSHAN HOSPITA,http://www.zshospital.cn/,"Xiamen, Fujian, China",An affiliated hospital providing medical services and supporting research in collaboration with Xiamen University.,Information not readily available,Healthcare,Yes,No,Yes,Yes,Affiliated Hospital,Clinical Medicine
UNIV XIAMEN FIRST AFFILIATED HOSPITAL,http://www.xmfy.com/,"Xiamen, Fujian, China","A key medical institution affiliated with Xiamen University, providing comprehensive health services and research opportunities.",Information not readily available,Healthcare,Yes,No,Yes,Yes,Affiliated Hospital,Clinical Medicine
UNIV XIAMEN SHENZHEN RES INST,Information not readily available,"Shenzhen, Guangdong, China","Focuses on research and development in various fields, affiliated with Xiamen University.",Information not readily available,Research,Yes,No,Yes,No,Research Institute,Various Disciplines
UNIV XIAMEN XIANGAN HOSPITAL,Information not readily available,"Xiamen, Fujian, China","A hospital providing medical care and supporting research, affiliated with Xiamen University.",Information not readily available,Healthcare,Yes,No,Yes,Yes,Medical Center,Clinical Medicine
UNIV XIAN,http://www.xauat.edu.cn/,"Xi'an, Shaanxi, China","Known for its programs in engineering, architecture, and applied sciences.",Information not readily available,Higher Education,Yes,No,Yes,No,Public University,"Engineering, Applied Sciences"
UNIV XIAN JIAOTONG,https://www.xjtu.edu.cn/,"Xi'an, Shaanxi, China","A major public research university with a focus on engineering, management, and medical education.",1896,Higher Education,Yes,No,Yes,Yes (Xi'an Jiaotong University Health Science Center),Public University,"Engineering, Medicine, Management"
UNIV XIAN JIAOTONG FIRST AFFILIATED,http://www.xjtu.edu.cn/,"Xi'an, Shaanxi, China","A leading hospital affiliated with Xi'an Jiaotong University, providing advanced medical care and research.",Information not readily available,Healthcare,Yes,No,Yes,Yes,Affiliated Hospital,Clinical Medicine
UNIV XIAN JIAOTONG SCHOOL MEDICINE SECON,http://www.xjtu.edu.cn/,"Xi'an, Shaanxi, China",An affiliated medical school providing education and research in the field of medicine.,Information not readily available,Healthcare,Yes,No,Yes,Yes,Affiliated Medical School,Clinical Medicine
UNIV XIAN MEDICAL,http://www.xmuc.edu.cn/,"Xi'an, Shaanxi, China",Specializes in medical education and research.,Information not readily available,Higher Education,Yes,No,Yes,Yes,Public University,Medicine
UNIV XIAN POST & TELECOM,http://www.xupt.edu.cn/,"Xi'an, Shaanxi, China","Focuses on telecommunications, information technology, and related fields.",1958,Higher Education,Yes,No,Yes,No,Public University,"Telecommunications, Information Technology"
UNIV XIANGTAN,http://www.xtu.edu.cn/,"Xiangtan, Hunan, China",A comprehensive university offering a range of programs in various disciplines.,1978,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV XIDIAN,http://www.xidian.edu.cn/,"Xi'an, Shaanxi, China","Specializes in electronics, communication, and information technology.",1931,Higher Education,Yes,No,Yes,No,Public University,"Electronics, Communication, Information Technology"
UNIV XINHUA HOSPITAL AFFILIATED TO SHANG,http://www.xinhuamed.com/,"Shanghai, China",A major medical center providing healthcare services and supporting medical research.,1958,Healthcare,Yes,No,Yes,Yes,Affiliated Hospital,Clinical Medicine
UNIV XINJIANG,http://www.xju.edu.cn/,"Urumqi, Xinjiang, China",Offers a broad range of programs with a focus on regional development and ethnic studies.,1928,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV XINJIANG AGRIC,http://www.xjaa.edu.cn/,"Urumqi, Xinjiang, China",Focuses on agricultural science and technology.,1958,Higher Education,Yes,No,Yes,No,Public University,Agricultural Science
UNIV XINJIANG MEDICAL,http://www.xjmu.edu.cn/,"Urumqi, Xinjiang, China",Specializes in medical education and research.,1998,Higher Education,Yes,No,Yes,Yes,Public University,Medicine
UNIV XUANWU HOSPITAL CAPITAL MEDICAL,http://www.xuanwuhospital.org/,"Beijing, China",An affiliated hospital providing comprehensive medical services and research.,1958,Healthcare,Yes,No,Yes,Yes,Affiliated Hospital,Clinical Medicine
UNIV XUZHOU MEDICAL,http://www.xzmc.edu.cn/,"Xuzhou, Jiangsu, China",Focuses on medical education and research.,1958,Higher Education,Yes,No,Yes,Yes,Public University,Medicine
UNIV XUZHOU TECHNOLOGY,http://www.xzit.edu.cn/,"Xuzhou, Jiangsu, China",Specializes in technology and engineering.,1984,Higher Education,Yes,No,Yes,No,Public University,"Technology, Engineering"
UNIV YAMAGUCHI,http://www.yamaguchi-u.ac.jp/,"Yamaguchi, Japan",A comprehensive university with strong programs in various disciplines.,1949,Higher Education,Yes,No,Yes,Yes (Yamaguchi University Hospital),Public University,Various Disciplines
UNIV YAMANASHI,http://www.yamanashi.ac.jp/,"Kofu, Yamanashi, Japan",Focuses on a range of academic disciplines with a particular emphasis on regional development.,1949,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV YANAN,http://www.yau.edu.cn/,"Yan'an, Shaanxi, China",Offers a range of programs and focuses on regional development.,1949,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV YANAN AFFILIATED HOSPITAL,Information not readily available,"Yan'an, Shaanxi, China",Provides medical services and supports research affiliated with Yan'an University.,Information not readily available,Healthcare,Yes,No,Yes,Yes,Affiliated Hospital,Clinical Medicine
UNIV YANG MING CHIAO TUNG NAT,https://www.yms.yzu.edu.tw/,"Hsinchu, Taiwan",A merger of Yang Ming University and Chiao Tung University focusing on medical and engineering fields.,2018,Higher Education,Yes,No,Yes,Yes,Public University,"Medicine, Engineering"
UNIV YANGTZE,http://www.yzu.edu.cn/,"Jingzhou, Hubei, China",Offers a diverse range of programs and focuses on regional and industrial development.,1978,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV YANGZHOU,http://www.yzu.edu.cn/,"Yangzhou, Jiangsu, China","Known for its strong emphasis on agricultural, environmental, and engineering programs.",1902,Higher Education,Yes,No,Yes,Yes (Yangzhou University Hospital),Public University,"Agriculture, Engineering, Environmental Science"
UNIV YANGZHOU AFFILIATED HOSPITAL,http://www.yzxy.com/,"Yangzhou, Jiangsu, China",Provides healthcare services and supports research affiliated with Yangzhou University.,Information not readily available,Healthcare,Yes,No,Yes,Yes,Affiliated Hospital,Clinical Medicine
UNIV YANTAI,http://www.ytu.edu.cn/,"Yantai, Shandong, China",Offers a variety of programs with a focus on local and regional development.,1984,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV YEDITEPE,https://www.yeditepe.edu.tr/,"Istanbul, Turkey",A private foundation university that offers a wide range of undergraduate and graduate programs.,1996,Higher Education,No,Yes,Yes,Yes (Yeditepe University Hospital),Private University,Various Disciplines
UNIV YESHIVA EINSTEIN COLLEGE,https://einsteinmed.edu/,"New York City, USA","A leading medical school known for its research, education, and clinical excellence.",1955,"Higher Education, Healthcare",No,Yes,Yes,Yes,Private University,"Medicine, Biomedical Research"
YUNIV YEUNGNAM RES COOP FOUND,https://www.yu.ac.kr/,"Gyeongsan, South Korea",Focuses on collaboration between academia and industry to drive innovation and research.,1967,"Higher Education, Research & Development",No,Yes,Yes,No,Private University,Various Disciplines
UNIV YIBIN,http://www.ybxww.cn/,"Yibin, Sichuan, China",Offers a range of undergraduate and postgraduate programs.,1978,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV YICHANG FIRST PEOPLES HOSPITAL,http://www.ycsyy.com/,"Yichang, Hubei, China","A major healthcare provider in Yichang, affiliated with medical universities for clinical education and research.",Information not readily available,Healthcare,Yes,No,Yes,Yes,Affiliated Hospital,Clinical Medicine
UNIV YILDIZ TECH,https://www.yildiz.edu.tr/,"Istanbul, Turkey","A well-known technical university with a focus on engineering, science, and technology.",1911,Higher Education,Yes,No,Yes,No,Public University,"Engineering, Science, Technology"
UNIV YOKOHAMA CITY,https://www.yokohama-cu.ac.jp/,"Yokohama, Japan",Offers a wide range of programs and is recognized for its medical school and research activities.,1949,Higher Education,Yes,No,Yes,Yes,Public University,Various Disciplines
UNIV YOKOHAMA NAT,https://www.ynu.ac.jp/,"Yokohama, Japan","A national university with a strong focus on engineering, business, and education.",1949,Higher Education,Yes,No,Yes,No,National University,"Engineering, Business, Education"
UNIV YONSEI IND ACADEMIC COOP FOUND,https://www.yonsei.ac.kr/en_sc/,"Seoul, South Korea","Facilitates collaboration between industry and academia, driving research and innovation.",1885,"Higher Education, Research & Development",No,Yes,Yes,Yes,Private University,Various Disciplines
UNIV YORK,https://www.yorku.ca/,"Toronto, Ontario, Canada","A major public research university in Canada, offering a wide range of programs.",1959,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV YOUJIANG MEDICAL NATIONALITIES AFFI,http://www.ymun.edu.cn/,"Baise, Guangxi, China","Focuses on medical education and healthcare services, particularly for ethnic minorities.",1958,"Higher Education, Healthcare",Yes,No,Yes,Yes,Public University,Medicine
UNIV YULIN NORMAL,http://www.ylun.edu.cn/,"Yulin, Guangxi, China",Offers a variety of programs with a focus on teacher education and regional development.,1945,Higher Education,Yes,No,Yes,No,Public University,"Education, Various Disciplines"
UNIV YUNNAN,http://www.ynu.edu.cn/,"Kunming, Yunnan, China",One of the key universities in China with a strong focus on natural sciences and humanities.,1922,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV YUNNAN AGRIC,http://www.ynau.edu.cn/,"Kunming, Yunnan, China","Specializes in agricultural sciences and research, contributing to regional agricultural development.",1938,Higher Education,Yes,No,Yes,No,Public University,Agricultural Sciences
UNIV YUNNAN CHINESE MEDICINE,http://www.ynutcm.edu.cn/,"Kunming, Yunnan, China",Focuses on traditional Chinese medicine education and research.,1960,"Higher Education, Healthcare",Yes,No,Yes,Yes,Public University,Traditional Chinese Medicine
UNIV YUNNAN MINZU,http://www.ynni.edu.cn/,"Kunming, Yunnan, China",Specializes in education for ethnic minorities and cultural studies.,1951,Higher Education,Yes,No,Yes,No,Public University,"Ethnic Studies, Various Disciplines"
